358672,358674,6.1,a,--
358675,358679,6.1,b,--
358680,358682,6.1,c,--
358683,358685,6.1,d,--
358686,358689,6.2,a,--
358690,358693,6.2,b,--
358694,358698,6.2,c,--
358699,358702,6.2,d,--
358703,358708,6.3,a,--
358709,358713,6.3,b,--
358714,358718,6.4,a,--
358719,358721,6.4,b,--
358722,358725,6.4,c,--
358726,358729,6.5,a,--
358730,358732,6.5,b,--
358733,358737,6.5,c,--
358738,358742,6.5,d,--
358743,358747,6.6,a,--
358748,358752,6.6,b,--
358753,358755,6.6,c,--
358756,358759,6.6,d,--
358760,358764,6.7,c,--
358765,358768,6.7,d,--
358769,358771,6.8,a,--
358772,358774,6.8,b,--
358775,358778,6.8,c,--
358779,358782,6.9,a,--
358783,358786,6.9,b,--
358787,358790,6.9,c,--
358791,358794,6.9,d,--
358795,358799,6.9,e,--
358800,358805,6.10,a,--
358806,358809,6.10,b,--
358810,358813,6.10,c,--
358814,358817,6.10,d,--
358818,358821,6.11,a,--
358822,358827,6.11,b,--
358828,358833,6.11,c,--
358834,358836,6.11,d,--
358837,358839,6.12,a,--
358840,358843,6.12,b,--
