359038,359042,8.1,a,--
359043,359045,8.1,b,--
359046,359050,8.1,c,--
359051,359054,8.1,d,--
359055,359056,8.2,a,--
359057,359060,8.2,b,--
359061,359065,8.2,c,--
359066,359068,8.2,d,--
359069,359071,8.3,a,--
359072,359074,8.3,b,--
359075,359076,8.4,a,--
359077,359078,8.4,b,--
359079,359086,8.4,c,--
359087,359089,8.4,d,--
359090,359095,8.5,a,--
359096,359098,8.5,b,--
359099,359102,8.5,c,--
359103,359105,8.5,d,--
359106,359108,8.5,e,--
359109,359114,8.6,a,--
359115,359119,8.6,b,--
359120,359125,8.6,c,--
359126,359129,8.6,d,--
359130,359132,8.6,e,--
359133,359133,8.6,f,--
359134,359146,8.7,A,--
359147,359159,8.7,B,--
359160,359162,8.8,a,--
359163,359166,8.8,b,--
359167,359170,8.8,c,--
359171,359176,8.8,d,--
359177,359179,8.9,a,--
359180,359183,8.9,b,--
359184,359187,8.9,c,--
359188,359191,8.9,d,--
359192,359193,8.10,a,--
359194,359198,8.10,b,--
359199,359202,8.10,c,--
359203,359205,8.10,d,--
359206,359211,8.11,a,--
359212,359218,8.11,b,--
359219,359224,8.11,c,--
359225,359229,8.12,a,--
359230,359233,8.12,b,--
359234,359239,8.12,c,--
359240,359244,8.13,a,--
359245,359246,8.13,b,--
359247,359249,8.13,c,--
359250,359251,8.14,a,--
359252,359256,8.14,b,--
359257,359261,8.14,c,--
359262,359264,8.14,d,--
