357589,357592,1.2,a,--
357593,357597,1.2,b,--
357598,357601,1.3,a,--
357602,357604,1.3,b,--
357605,357608,1.3,c,--
357609,357611,1.4,a,--
357612,357615,1.4,b,--
357616,357619,1.4,c,--
357620,357623,1.4,d,--
357624,357625,1.4,e,--
357626,357629,1.5,a,--
357630,357631,1.5,b,--
357632,357634,1.5,c,--
357635,357637,1.5,d,--
357638,357642,1.6,a,--
357643,357646,1.6,b,--
357647,357650,1.6,c,--
357651,357655,1.6,d,--
357656,357660,1.6,e,--
357661,357665,1.7,a,--
357666,357667,1.7,b,--
357668,357672,1.7,c,--
357673,357677,1.7,d,--
357678,357680,1.7,e,--
357681,357684,1.8,a,--
357685,357689,1.8,b,--
357690,357695,1.8,c,--
357696,357699,1.8,d,--
357700,357703,1.8,e,--
357704,357708,1.9,a,--
357709,357710,1.9,b,--
357711,357715,1.10,a,--
357716,357719,1.10,b,--
357720,357723,1.11,a,--
357724,357727,1.11,b,--
357728,357733,1.12,a,--
357734,357736,1.12,b,--
357737,357741,1.13,a,--
357742,357744,1.13,b,--
357745,357749,1.14,a,--
357750,357752,1.14,b,--
357753,357755,1.15,a,--
357756,357757,1.15,b,--
357758,357759,1.15,c,--
357760,357762,1.16,a,--
357763,357764,1.16,b,--
357765,357767,1.16,c,--
357768,357770,1.17,a,--
357771,357772,1.17,b,--
