357773,357776,2.1,a,--
357777,357779,2.1,b,--
357780,357784,2.2,a,--
357785,357789,2.2,b,--
357790,357795,2.3,a,--
357796,357800,2.3,b,--
357801,357805,2.3,c,--
357806,357810,2.3,d,--
357811,357815,2.4,a,--
357816,357819,2.4,b,--
357820,357823,2.5,a,--
357824,357827,2.5,b,--
357828,357831,2.5,c,--
357832,357835,2.6,a,--
357836,357838,2.6,b,--
357839,357840,2.7,a,--
357841,357842,2.7,b,--
357843,357849,2.7,c,--
357850,357857,2.7,d,--
357858,357860,2.7,e,--
357861,357862,2.8,a,--
357863,357865,2.8,b,--
357866,357869,2.8,c,--
357870,357873,2.8,d,--
357874,357877,2.9,a,--
357878,357882,2.9,b,--
357883,357885,2.9,c,--
357886,357887,2.9,d,--
357888,357891,2.9,e,--
357892,357895,2.9,f,--
357896,357900,2.10,a,--
357901,357902,2.10,b,--
357903,357904,2.10,c,--
357905,357907,2.10,d,--
357908,357912,2.11,a,--
357913,357917,2.11,b,--
357918,357923,2.12,a,--
357924,357927,2.12,b,--
357928,357934,2.12,c,--
357935,357938,2.13,a,--
357939,357944,2.13,b,--
357945,357946,2.13,c,--
357947,357948,2.13,d,--
357949,357951,2.13,e,--
357952,357956,2.14,a,--
357957,357960,2.14,b,--
357961,357963,2.14,c,--
357964,357966,2.14,d,--
357967,357969,2.14,e,--
357970,357972,2.14,f,--
357973,357975,2.15,a,--
357976,357977,2.15,b,--
357978,357979,2.15,c,--
357980,357982,2.15,d,--
357983,357987,2.16,a,--
357988,357992,2.16,b,--
357993,357997,2.17,a,--
357998,358001,2.17,b,--
358002,358007,2.17,c,--
358008,358012,2.17,d,--
358013,358015,2.17,e,--
