357773,357776,2.1,ab,11
357777,357779,2.1,ab,00
357780,357784,2.2,ab,11
357785,357789,2.2,ab,00
357790,357795,2.3,ab,11
357796,357800,2.3,ab,02
357801,357805,2.3,ab,11
357806,357810,2.3,ab,00
357811,357815,2.4,ab,11
357816,357819,2.4,ab,00
357820,357823,2.5,abc,11
357824,357827,2.5,abc,02
357828,357831,2.5,abc,00
357832,357835,2.6,ab,11
357836,357838,2.6,ab,00
357839,357844,2.7,abc,11
357845,357849,2.7,abc,02
357850,357860,2.7,abc,00
357861,357862,2.8,ab,11
357863,357865,2.8,ab,02
357866,357869,2.8,ab,11
357870,357873,2.8,ab,00
357874,357877,2.9,ab,11
357878,357882,2.9,ab,02
357883,357887,2.9,abc,11
357888,357891,2.9,abc,11
357892,357895,2.9,abc,00
357896,357900,2.10,a,02
357901,357904,2.10,ab,10
357905,357907,2.10,ab,00
357908,357912,2.11,a,02
357913,357917,2.11,a,00
357918,357923,2.12,abc,11
357924,357927,2.12,abc,02
357928,357934,2.12,abc,00
357935,357938,2.13,ab,11
357939,357944,2.13,ab,02
357945,357948,2.13,ab,10
357949,357951,2.13,ab,00
357952,357956,2.14,ab,20
357957,357960,2.14,ab,11
357961,357963,2.14,ab,11
357964,357966,2.14,ab,02
357967,357969,2.14,ab,10
357970,357972,2.14,ab,00
357973,357975,2.15,ab,11
357976,357977,2.15,ab,10
357978,357979,2.15,ab,02
357980,357982,2.15,ab,00
357983,357987,2.16,ab,11
357988,357992,2.16,ab,00
357993,357997,2.17,ab,11
357998,358001,2.17,ab,02
358002,358007,2.17,abc,20
358008,358012,2.17,abc,10
358013,358015,2.17,abc,00
