358016,358020,3.1,abc,11
358021,358025,3.1,abc,02
358026,358029,3.1,abc,00
358030,358036,3.2,abc,20
358037,358043,3.2,abc,11
358044,358048,3.2,abc,02
358049,358052,3.2,a,00
358053,358055,3.3,ab,11
358056,358060,3.3,ab,02
358061,358065,3.3,a,00
358066,358070,3.4,abc,11
358071,358073,3.4,abc,11
358074,358077,3.4,abc,02
358078,358081,3.4,abc,11
358082,358087,3.4,abc,11
358088,358091,3.4,abc,11
358092,358097,3.5,ab,11
358098,358102,3.5,ab,11
358103,358113,3.5,a,00
358114,358119,3.6,ab,11
358120,358122,3.6,ab,02
358123,358126,3.6,ab,11
358127,358130,3.6,ab,00
358131,358135,3.7,abc,11
358136,358139,3.7,abc,02
358140,358142,3.7,abc,00
358143,358145,3.8,ab,11
358146,358147,3.8,ab,02
358148,358151,3.8,ab,11
358152,358156,3.8,ab,00
358157,358162,3.9,ab,11
358163,358166,3.9,ab,00
358167,358169,3.10,abc,11
358170,358171,3.10,abc,11
358172,358173,3.10,abc,02
358174,358176,3.10,ab,11
358177,358179,3.10,ab,00
358180,358188,3.11,abc,02
358189,358198,3.11,abc,11
358199,358203,3.11,abc,00
