358672,358674,6.1,ab,11
358675,358679,6.1,ab,02
358680,358682,6.1,ab,11
358683,358685,6.1,ab,00
358686,358689,6.2,ab,11
358690,358693,6.2,ab,02
358694,358698,6.2,ab,11
358699,358702,6.2,ab,00
358703,358708,6.3,ab,11
358709,358713,6.3,ab,00
358714,358718,6.4,abc,11
358719,358721,6.4,abc,02
358722,358725,6.4,abc,00
358726,358729,6.5,ab,11
358730,358732,6.5,ab,02
358733,358737,6.5,ab,11
358738,358742,6.5,ab,00
358743,358747,6.6,ab,11
358748,358752,6.6,ab,02
358753,358755,6.6,ab,11
358756,358759,6.6,ab,00
358760,358764,6.7,ab,11
358765,358768,6.7,ab,00
358769,358771,6.8,abc,11
358772,358774,6.8,abc,02
358775,358778,6.8,abc,00
358779,358782,6.9,abc,11
358783,358786,6.9,abc,11
358787,358790,6.9,abc,02
358791,358794,6.9,ab,11
358795,358799,6.9,ab,00
358800,358805,6.10,a,02
358806,358809,6.10,abc,20
358810,358813,6.10,abc,11
358814,358817,6.10,abc,00
358818,358821,6.11,ab,11
358822,358827,6.11,ab,02
358828,358833,6.11,ab,11
358834,358836,6.11,ab,00
358837,358840,6.12,ab,11
358841,358843,6.12,ab,00
