358844,358847,7.1,ab,11
358848,358852,7.1,ab,02
358853,358857,7.1,ab,11
358858,358861,7.1,ab,00
358862,358869,7.2,a,02
358870,358871,7.2,abc,11
358872,358873,7.2,abc,11
358874,358876,7.2,abc,00
358877,358880,7.3,ab,11
358881,358884,7.3,ab,02
358885,358887,7.3,ab,11
358888,358891,7.3,ab,00
358892,358896,7.4,ab,10
358897,358898,7.4,ab,00
358899,358903,7.5,abc,02
358904,358907,7.5,abc,20
358908,358910,7.5,abc,11
358911,358915,7.5,ab,11
358916,358918,7.5,ab,00
358919,358923,7.6,abc,11
358924,358929,7.6,abc,02
358930,358934,7.6,abc,00
358935,358939,7.7,ab,11
358940,358943,7.7,ab,00
358944,358948,7.8,ab,11
358949,358952,7.8,ab,00
358953,358956,7.9,ab,11
358957,358959,7.9,ab,02
358960,358967,7.9,ab,11
358968,358973,7.9,ab,00
358974,358984,7.10,ab,02
358985,358987,7.10,ab,00
358988,358990,7.11,ab,11
358991,358993,7.11,ab,00
358994,358998,7.12,ab,11
358999,359002,7.12,ab,00
359003,359006,7.13,abc,11
359007,359014,7.13,abc,11
359015,359017,7.13,abc,02
359018,359022,7.13,a,00
359023,359026,7.14,abc,20
359027,359031,7.14,abc,11
359032,359034,7.14,abc,02
359035,359037,7.14,a,00
