5.1,358441,358445,a,—,S.Sa
5.1,358446,358449,b,--,S.Sa.C.Ca
5.1,358450,358453,c,--,S.Sa.C.Ca
5.1,358454,358457,d,--,S.Sa.C.Ca
5.1,358458,358459,e,--,S.Sa
5.1,358460,358463,f,--,N
5.2,358464,358468,a,--,Hv
5.2,358469,358471,b,--,S.Sa
5.2,358472,358475,c,--,N
5.2,358476,358477,d,--,N
5.2,358478,358481,e,--,C.Ca
5.2,358482,358484,f,--,C.Ca
5.3,358485,358487,a,--,S.Sa.C.Ca
5.3,358488,358489,b,--,S.Sa.C.Ca
5.3,358490,358492,c,--,S.Sa.C.Ca
5.3,358493,358494,d,--,S.Sa.C.Ca
5.4,358495,358500,a,--,S.Sa.C.Ca
5.4,358501,358504,b,--,S.Sa.C.Ca
5.5,358505,358510,a,--,Hv.S.Sa
5.5,358511,358514,b,--,C.Ca
5.5,358515,358518,c,--,N
5.5,358519,358522,d,--,P.Pa
5.6,358523,358526,a,--,S.Sa.C.Ca
5.6,358527,358530,b,--,N
5.6,358531,358534,c,--,S.Sa
5.6,358535,358538,d,--,N
5.6,358539,358542,e,--,N
5.7,358543,358545,a,--,C.Ca
5.7,358546,358550,b,--,C.Ca
5.7,358551,358552,c,--,N
5.7,358553,358557,d,--,N
5.7,358558,358560,e,--,P.Pa
5.8,358561,358562,a,--,C.Ca
5.8,358563,358564,b,--,C.Ca.P.Pa
5.8,358565,358568,c,--,S.Sa.C.Ca
5.8,358569,358571,d,--,C.Ca
5.8,358572,358575,e,--,C.Ca
5.9,358576,358579,a,--,C.Ca
5.9,358580,358584,b,--,C.Ca.P
5.9,358585,358588,c,--,C.Ca
5.9,358589,358591,d,--,C.Ca
5.10,358592,358595,a,--,S.Sa.C.Ca
5.10,358596,358598,b,--,S.Sa.C.Ca
5.11,358599,358601,a,--,Hv.S.Sa.C.Ca
5.11,358602,358603,b,--,S.Sa.C.Ca
5.11,358604,358607,c,--,S.Sa.C.Ca
5.12,358608,358610,a,--,N
5.12,358611,358613,b,--,Pa
5.12,358614,358617,c,--,C.Ca
5.12,358618,358620,d,--,C.Ca
5.13,358621,358625,a,--,C.Ca
5.13,358626,358627,b,--,C.Ca.P.Pa
5.13,358628,358629,c,--,C.Ca
5.13,358630,358632,d,--,C.Ca
5.14,358633,358635,a,--,C.Ca
5.14,358636,358639,b,--,C.Ca
5.14,358640,358642,c,--,C.Ca
5.14,358643,358644,d,--,C.Ca
5.15,358645,358647,a,--,C.Ca
5.15,358648,358651,b,--,C.Ca
5.15,358652,358655,c,--,C.Ca
5.15,358656,358659,d,--,C.Ca
5.16,358660,358661,a,--,S.Sa.C.Ca
5.16,358662,358664,b,--,S.Sa.C.Ca
5.16,358665,358669,c,--,N
5.16,358670,358671,d,--,Sa.C.Ca.P.Pa
