8.1,359038,359042,ab,11,C.Ca
8.1,359043,359045,ab,02,C.Ca
8.1,359046,359050,ab,11,N
8.1,359051,359054,ab,00,S.Sa.C.Ca
8.2,359055,359060,abc,02,Hv
8.2,359061,359065,abc,11,N
8.2,359066,359068,abc,00,Pa
8.3,359069,359071,ab,11,S.Sa.C.Ca
8.3,359072,359074,ab,00,S.Sa.C.Ca
8.4,359075,359076,abc,10,C.Ca
8.4,359077,359078,abc,02,C.Ca.P.Pa
8.4,359079,359089,abc,00,Hv
8.5,359090,359095,ab,11,C.Ca
8.5,359096,359098,ab,02,C.Ca
8.5,359099,359102,abc,11,S.Sa.C.Ca
8.5,359103,359105,abc,11,S.Sa.C.Ca
8.5,359106,359108,abc,00,S.Sa
8.6,359109,359114,ab,20,C.Ca
8.6,359115,359119,ab,11,C.Ca
8.6,359120,359125,abc,11,S.Sa.C.Ca
8.6,359126,359129,abc,02,S.Sa.C.Ca
8.6,359130,359133,abc,00,Hv.S.Sa.C.Ca
8.7,359134,359142,ab,11,S.Sa
8.7,359143,359146,ab,02,S.Sa.C.Ca
8.7,359147,359156,ab,11,S.Sa.C.Ca
8.7,359157,359159,ab,00,S.Sa.C.Ca
8.8,359160,359162,ab,11,S.Sa.C.Ca
8.8,359163,359166,ab,02,S.Sa.C.Ca
8.8,359167,359170,ab,11,N
8.8,359171,359176,ab,00,N
8.9,359177,359179,ab,11,S.Sa.C.Ca
8.9,359180,359183,ab,02,S.Sa.C.Ca
8.9,359184,359187,ab,11,S.Sa.C.Ca
8.9,359188,359191,ab,00,S.Sa.C.Ca
8.10,359192,359193,ab,11,S.Sa.C.Ca
8.10,359194,359198,ab,02,S.Sa.C.Ca
8.10,359199,359202,ab,10,N
8.10,359203,359205,ab,00,P.Pa
8.11,359206,359211,ab,11,S.Sa.C.Ca
8.11,359212,359218,ab,02,S.Sa.C.Ca
8.11,359219,359222,ab,10,N
8.11,359223,359224,ab,00,P.Pa
8.12,359225,359229,abc,02,Hv.S.Sa
8.12,359230,359233,abc,11,S.Sa
8.12,359234,359239,abc,00,S.Sa
8.13,359240,359244,abc,20,C.Ca
8.13,359245,359248,abc,10,C.Ca
8.13,359249,359249,abc,00,N
8.14,359250,359251,abc,20,S.Sa
8.14,359252,359261,abc,11,N
8.14,359262,359264,abc,00,Pa
